URL,Start,End,Objects
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030446_00000,1,810,Shark
,811,2359,Shark
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030447_00000,1,667,Shark
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030448_00000,1,648,Shark
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030450_00000,1,1301,Shark
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030493_00000,1,448,Lizard
,449,1093,Lizard
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030528_00000,1,1067,Lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030529_00000,1,663,Lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030531_00000,1,3377,Lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030532_00000,1,814,Lion
,815,1644,Lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030533_00000,1,424,Lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030536_00000,1,1007,Lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030537_00000,1,995,Lion
,996,3349,Lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030538_00000,1,540,Lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030539_00000,1,1753,Lion
,1754,3180,Lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030541_00000,1,1037,Swan
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030545_00000,1,1674,Swan
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030546_00000,1,1069,Swan
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030548_00000,1,705,Swan
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030549_00000,1,821,Swan
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030550_00000,1,1581,Swan
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030553_00000,1,607,Swan
,608,808,Swan
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030558_00000,1,1038,Swan
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030564_00000,1,775,Swan
,776,1029,Swan
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030568_00000,1,551,Butterfly
,552,889,Bee
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030570_00000,1,1472,Swan
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030571_00000,1,391,Swan
,392,1293,Swan
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030572_00000,1,2385,Swan
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030574_00000,1,1424,Swan
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030576_00000,1,938,Swan
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030579_00000,1,865,Swan
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030584_00000,1,615,Swan
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030587_00000,1,729,Swan
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030649_00000,1,174,Frog
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030650_00000,1,301,Dragonfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030693_00000,1,1163,Owl
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030712_00000,1,392,Dragonfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030723_00000,1,599,Lizard
,600,1019,Lizard
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030755_00000,1,619,Shark
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030756_00000,1,492,Shark
,493,927,Shark
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030827_00000,1,1382,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030828_00000,1,708,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030829_00000,1,1430,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030830_00000,1,473,Penguin
,474,1489,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030831_00000,1,940,Penguin
,941,1325,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030832_00000,1,397,Penguin
,398,755,Penguin
,756,1008,Penguin
,1009,1224,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030833_00000,1,339,Penguin
,340,589,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030835_00000,1,1162,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030836_00000,1,1399,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030837_00000,1,177,Penguin
,178,1165,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030838_00000,1,513,Penguin
,514,1330,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030839_00000,1,588,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030865_00000,1,603,Frog
,604,1401,Frog
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030866_00000,1,563,Frog
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030894_00000,1,607,Frog
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030895_00000,1,606,Frog
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030915_00000,1,352,Owl
,353,725,Owl
,726,1470,Owl
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030916_00000,1,794,Frog
,795,1459,Frog
,1460,1739,Frog
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030919_00000,1,252,Frog
,253,485,Frog
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030945_00000,1,592,Dragonfly
,593,1225,Dragonfly
,1226,2257,Dragonfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030949_00000,1,513,Dragonfly
,514,1219,Dragonfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030950_00000,1,695,Dragonfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030951_00000,1,319,Dragonfly
,320,1315,Dragonfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030967_00000,1,400,Owl
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030981_00000,1,368,Owl
,369,794,Owl
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002030992_00000,1,516,Owl
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031002_00000,1,729,Monkey
,730,1718,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031048_00000,1,1353,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031063_00000,1,421,Lizard
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031076_00000,1,673,Sea lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031077_00000,1,914,Sea lion
,915,1760,Sea lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031086_00000,1,517,Sea lion
,518,1581,Sea lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031087_00000,1,593,Sea lion
,594,1065,Sea lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031088_00000,1,815,Sea lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031089_00000,1,728,Sea lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031090_00000,1,541,Sea lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031091_00000,1,381,Sea lion
,382,883,Sea lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031099_00000,1,250,Sea lion
,251,811,Sea lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031110_00000,1,177,Shark
,178,825,Shark
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031179_00000,1,847,Owl
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031205_00000,1,360,Spider
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031206_00000,1,566,"Bee, Spider"
,567,899,Bee
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031237_00000,1,1711,Dragonfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031238_00000,1,1830,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031252_00000,1,171,Sea lion
,172,899,Sea lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031253_00000,28,695,Sea lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031254_00000,485,1342,Sea lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031255_00000,1,680,Lizard
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031256_00000,1,410,Lizard
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031257_00000,1,469,Lizard
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031259_00000,1,339,Lizard
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031260_00000,1,583,Lizard
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031261_00000,565,1132,Lizard
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031262_00000,1,1521,Lizard
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031263_00000,1,806,Lizard
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031264_00000,1,460,Lizard
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031265_00000,1,1463,Lizard
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031273_00000,1,707,Dragonfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031279_00000,1,2204,Frog
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031280_00000,1,1384,Frog
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031281_00000,1,582,Frog
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031285_00000,1,223,Dragonfly
,224,1026,Dragonfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031289_00000,1,548,Sunflower
,549,1666,Sunflower
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031290_00000,1,908,"Bee, Sunflower"
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031297_00000,1,415,Owl
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031298_00000,1,924,Owl
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031299_00000,364,1119,Owl
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031301_00000,1,532,Owl
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031356_00000,1,456,Sunflower
,457,809,Sunflower
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031375_00000,1,572,Tiger
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031376_00000,1,1173,Tiger
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031377_00000,1,696,Tiger
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031378_00000,1,1407,Tiger
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031381_00000,1,2648,Tiger
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031382_00000,1,768,Tiger
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031383_00000,1,855,Tiger
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031384_00000,1,1436,Tiger
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031385_00000,1,783,Tiger
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031386_00000,1,1863,Tiger
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031387_00000,1,712,Tiger
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031389_00000,1,1835,Tiger
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031390_00000,1,1358,Tiger
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031391_00000,1,711,Tiger
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031392_00000,1,1135,Tiger
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031396_00000,1,449,"Bee, Sunflower"
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031406_00000,1,1152,Sunflower
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031409_00000,1,846,Spider
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031410_00000,1,350,Dragonfly
,351,906,Dragonfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031437_00000,1,696,Dragonfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031438_00000,1,433,Dragonfly
,434,618,Dragonfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031476_00000,1,938,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031481_00000,1,1824,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031482_00000,1,866,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031483_00000,1,1718,Owl
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031486_00000,1,1078,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031487_00000,1,1523,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031488_00000,583,2915,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031489_00000,1,1257,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031490_00000,1,1751,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031491_00000,1,1844,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031492_00000,1,1958,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031581_00000,1,822,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031582_00000,1,1373,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031583_00000,1,640,Penguin
,641,1654,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031584_00000,1,488,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031586_00000,1,1054,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031587_00000,1,1551,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031588_00000,1,1126,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031590_00000,1,1249,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031591_00000,1,982,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031592_00000,1,250,Penguin
,251,962,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031593_00000,1,1315,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031594_00000,1,571,Penguin
,572,1292,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031595_00000,1,965,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031600_00000,1,815,Owl
,816,1206,Owl
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031604_00000,1,1016,Penguin
,1017,1704,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002031639_00000,1,568,Frog
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002040011_00000,1,431,Sunflower
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002050029_00000,1,735,Snail
,736,1188,Snail
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002050110_00000,1,989,Monkey
,990,1559,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002050176_00000,1,1370,Dragonfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002050203_00000,1,947,Dragonfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002050288_00000,1,850,Bee
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002050356_00000,1,544,Swan
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002050357_00000,1,742,Swan
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002060201_00000,1,224,Snail
,225,530,Snail
,531,858,Snail
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002060527_00000,1,542,Monkey
,543,1347,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002060528_00000,1,2596,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002060529_00000,1,1330,Chicken
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002060530_00000,1,927,Chicken
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002060536_00000,1,210,Monkey
,211,406,Monkey
,407,560,Monkey
,562,675,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002060543_00000,1,540,Monkey
,541,1135,Monkey
,1136,1710,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002060544_00000,1,326,Monkey
,327,633,Monkey
,634,979,Monkey
,980,1570,Monkey
,1571,2334,Monkey
,2335,3397,Monkey
,3398,4170,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002060545_00000,1,1054,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002060546_00000,1,312,Monkey
,313,845,Monkey
,846,1194,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002060547_00000,1,755,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002060548_00000,1,555,Monkey
,556,845,Monkey
,846,1140,Monkey
,1141,1355,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002060561_00000,1,253,Butterfly
,278,378,Butterfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002060581_00000,1,680,Lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002060592_00000,1,458,Lion
,459,1088,Lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002060596_00000,1,495,Snail
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002060615_00000,1,261,Sea lion
,262,436,Sea lion
,437,893,Sea lion
,894,1155,Sea lion
,1156,1438,Sea lion
,1439,1656,Sea lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002060616_00000,1,125,Sea lion
,126,244,Sea lion
,245,318,Sea lion
,319,484,Sea lion
,485,724,Sea lion
,725,860,Sea lion
,861,1047,Sea lion
,1048,1319,Sea lion
,1320,1475,Sea lion
,1476,1723,Sea lion
,1724,1999,Sea lion
,2000,2403,Sea lion
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002100109_00000,1,472,Penguin
,473,788,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002100110_00000,1,1180,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002100115_00000,1,765,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002100116_00000,1,376,Penguin
,377,1169,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002100117_00000,1,302,Penguin
,559,814,Penguin
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160001_00000,1,263,Snail
,562,828,Snail
,1900,3022,Snail
,3023,3825,Snail
,3826,4410,Snail
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160002_00000,1,394,Snail
,395,895,Snail
,896,2062,Snail
,2063,2799,Snail
,2800,3094,Snail
,3095,3274,Snail
,3275,4169,Snail
,4170,5760,Snail
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160003_00000,377,1079,Snail
,1080,1564,Snail
,1565,2406,Snail
,2407,3184,Snail
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160004_00000,1,454,Snail
,455,1577,Snail
,1578,2222,Snail
,2223,3988,Snail
,3989,4462,Snail
,4907,5155,Snail
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160012_00000,1,323,Dragonfly
,324,464,Dragonfly
,465,1211,Dragonfly
,1212,1741,Dragonfly
,1742,2343,Dragonfly
,2344,3003,Dragonfly
,3004,3327,Dragonfly
,3328,3511,Dragonfly
,3512,3678,Dragonfly
,3679,4037,Dragonfly
,4038,4515,Dragonfly
,4516,5017,Dragonfly
,5018,5354,Dragonfly
,5355,6319,Dragonfly
,6320,6645,Dragonfly
,6646,7397,Dragonfly
,7398,7699,Dragonfly
,7700,8142,Dragonfly
,8143,8568,Dragonfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160013_00000,1,578,Dragonfly
,579,1058,Dragonfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160014_00000,1,608,Dragonfly
,609,1146,Dragonfly
,1147,1416,Dragonfly
,1417,2473,Dragonfly
,2474,2803,Dragonfly
,2804,3302,Dragonfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160015_00000,5189,5549,Dragonfly
,5550,5971,Dragonfly
,5972,6159,Dragonfly
,6160,6449,Dragonfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160028_00000,1,721,Frog
,722,1201,Frog
,1202,1455,Frog
,1456,1671,Frog
,1672,2784,Frog
,2785,3017,Frog
,3018,4131,Frog
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160029_00000,1,629,Frog
,630,1049,Frog
,1050,1688,Frog
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160030_00000,1,661,Frog
,662,1540,Frog
,1541,2406,Frog
,2407,2857,Frog
